errorCode	errorNum         errorMsg
2653	ORA-06420     NETCMN     SID lookup failure
2654	ORA-06421     NETCMN     Error detected in the read-in data
2655	ORA-06422     NETCMN     Error in sending data
2656	ORA-06423     NETCMN     Error in receiving data
2657	ORA-06430     ssaio     Seals do not match
2658	ORA-06431     ssaio     Invalid Block number
2659	ORA-06432     ssaio     Buffer Not Aligned
2660	ORA-06433     ssaio     LSEEK error, unable to seek to requested block.
2661	ORA-06434     ssaio     read error, unable to read requested block from database file.
2662	ORA-06435     ssaio     write error, unable to write requested block to database file.
2663	ORA-06436     ssaio     asynchronous I/O failed due to incorrect parameters.
2664	ORA-06437     ssaio     the asynchronous write was unable to write to the database file.
2665	ORA-06438     ssaio     the asynchronous read was unable to read from the database file.
2666	ORA-06439     ssaio     the asynchronous write returned incorrect number of bytes
2667	ORA-06440     ssaio     the asynchronous read returned incorrect number of bytes
2668	ORA-06441     ssvwatev     Incorrect parameter passed to function call
2669	ORA-06442     ssvwatev     Failed with unexpected error number.
2670	ORA-06443     ssvpstev     Incorrect parameter passed to function call
2671	ORA-06444     ssvpstev     Failed with unexpected error number.
2672	ORA-06445     ssvpstevrg     Incorrect parameters passed to function call
2673	ORA-06446     ssvpstevrg     Failed with unexpected error number.
2674	ORA-06447     ssvpstp     Incorrect parameter passed to function call
2675	ORA-06448     ssvpstp     Failed with unexpected error number.
2676	ORA-06449     The list IO or the sysvendor is not installed.
2677	ORA-06500     PL/SQL     storage error
2678	ORA-06501     PL/SQL     program error
2679	ORA-06502     PL/SQL     numeric or value error
2680	ORA-06503     PL/SQL     Function returned without value
2681	ORA-06504     PL/SQL     Return types of Result Set variables or query do not match
2682	ORA-06505     PL/SQL     variable requires more than 32767 bytes of contiguous memory
2683	ORA-06508     PL/SQL     could not find program unit being called
2684	ORA-06509     PL/SQL     ICD vector missing for this package
2685	ORA-06510     PL/SQL     unhandled user-defined exception
2686	ORA-06511     PL/SQL     cursor already open
2687	ORA-06512     at line
2688	ORA-06513     PL/SQL     index for PL/SQL table out of range for host language array
2689	ORA-06514     PL/SQL     The remote call cannot be handled by the server
2690	ORA-06515     PL/SQL     unhandled exception
2691	ORA-06516     PL/SQL     the Probe packages do not exist or are invalid
2692	ORA-06517     PL/SQL     Probe error -
2693	ORA-06518     PL/SQL     Probe version incompatible with version
2694	ORA-06519     active autonomous transaction detected and rolled back
2695	ORA-06520     PL/SQL     Error loading external library
2696	ORA-06521     PL/SQL     Error mapping function
2697	ORA-06523     Maximum number of arguments exceeded
2698	ORA-06524     Unsupported option     
2699	ORA-06525     Length Mismatch for CHAR or RAW data
2700	ORA-06526     Unable to load PL/SQL library
2701	ORA-06527     External procedure SQLLIB error    
2702	ORA-06528     Error executing PL/SQL profiler
2703	ORA-06529     Version mismatch - PL/SQL profiler
2704	ORA-06530     Reference to uninitialized composite
2705	ORA-06531     Reference to uninitialized collection
2706	ORA-06532     Subscript outside of limit
2707	ORA-06533     Subscript beyond count
2708	ORA-06534     Cannot access Serially Reusable package
2709	ORA-06535     statement string in is NULL or 0 length
2710	ORA-06536     IN bind variable bound to an OUT position
2711	ORA-06537     OUT bind variable bound to an IN position
2712	ORA-06538     statement violates RESTRICT_REFERENCES pragma
2713	ORA-06539     target of OPEN must be a query
2714	ORA-06540     PL/SQL     compilation error
2715	ORA-06541     PL/SQL     compilation error - compilation aborted
2716	ORA-06542     PL/SQL     execution error
2717	ORA-06543     PL/SQL     execution error - execution aborted
2718	ORA-06544     PL/SQL     internal error, arguments     [], [], [], [], [], [], [], []
2719	ORA-06545     PL/SQL     compilation error - compilation aborted
2720	ORA-06546     DDL statement is executed in an illegal context
2721	ORA-06547     RETURNING clause must be used with INSERT, UPDATE, or DELETE statements
2722	ORA-06548     no more rows needed
2723	ORA-06549     PL/SQL     failed to dynamically open shared object (DLL)    
2724	ORA-06550     line , column     
2725	 
2726	ORA-06551     PL/SQL     Unhandled exception
2727	ORA-06552     PL/SQL    
2728	ORA-06553     PLS-    
2729	ORA-06554     package DBMS_STANDARD must be created before using PL/SQL
2730	ORA-06555     this name is currently reserved for use by user SYS
2731	ORA-06556     the pipe is empty, cannot fulfill the unpack_message request
2732	ORA-06557     null values are not allowed for any parameters to pipe icd's
2733	ORA-06558     buffer in dbms_pipe package is full. No more items allowed
2734	ORA-06559     wrong datatype requested, , actual datatype is
2735	ORA-06560     pos, , is negative or larger than the buffer size,
2736	ORA-06561     given statement is not supported by package DBMS_SQL
2737	ORA-06562     type of out argument must match type of column or bind variable
2738	ORA-06563     top level procedure/function specified, cannot have subparts
2739	ORA-06564     object does not exist
2740	ORA-06565     cannot execute from within stored procedure
2741	ORA-06566     invalid number of rows specified
2742	ORA-06567     invalid number of values specified
2743	ORA-06568     obsolete ICD procedure called
2744	ORA-06569     Collection bound by bind_array contains no elements
2745	ORA-06570     shared pool object does not exist, cannot be pinned/purged
2746	ORA-06571     Function does not guarantee not to update database
2747	ORA-06572     Function has out arguments
2748	ORA-06573     Function modifies package state, cannot be used here
2749	ORA-06574     Function references package state, cannot execute remotely
2750	ORA-06575     Package or function is in an invalid state
2751	ORA-06576     not a valid function or procedure name
2752	ORA-06577     output parameter not a bind variable
2753	ORA-06578     output parameter cannot be a duplicate bind
2754	ORA-06579     Bind variable not big enough to hold the output value
2755	ORA-06580     Hash Join ran out of memory while keeping large rows in memory
2756	ORA-06592     CASE not found while executing CASE statement
2757	ORA-06593     is not supported with natively compiled PL/SQL modules
2758	ORA-06594     ICD is unable to compute a result
2759	ORA-06595     REF CURSOR parameters are not supported in forwarded RPC calls
2760	ORA-06596     unsupported LOB operation in RPC call
2761	ORA-06597     object cannot be purged, object is permanently kept in shared pool
2762	ORA-06600     LU6.2 Driver     SNA software is not loaded
2763	ORA-06601     LU6.2 Driver     Invalid database ID string
2764	ORA-06602     LU6.2 Driver     Error allocating context area
2765	ORA-06603     LU6.2 Driver     Error allocating memory
2766	ORA-06604     LU6.2 Driver     Unable to allocate session with remote LU
2767	ORA-06605     LU6.2 Driver     Unexpected line turnaround
2768	ORA-06606     LU6.2 Driver     Unexpected response from SNA
2769	ORA-06607     LU6.2 Driver     Reset occurred in send state
2770	ORA-06608     LU6.2 Driver     Reset occurred in receive state
2771	ORA-06610     LU6.2 Driver     Failed during deallocation
2772	ORA-06611     LU6.2 Driver     Request to send error
2773	ORA-06612     LU6.2 Driver     Send data error
2774	ORA-06613     LU6.2 Driver     Receive and wait error
2775	ORA-06614     LU6.2 Driver     Receive Immediate error
2776	ORA-06615     LU6.2 Driver     Send error
2777	ORA-06616     LU6.2 Driver     Attach to LU failed
2778	ORA-06617     LU6.2 Driver     Attach to PU failed
2779	ORA-06618     LU6.2 Driver     Activation of subnetwork failed
2780	ORA-06619     LU6.2 Driver     Unable to activate remote partner
2781	ORA-06620     LU6.2 Driver     Invalid remote partner
2782	ORA-06621     LU6.2 Driver     Allocation error
2783	ORA-06622     LU6.2 Driver     Unable to attach to SNA
2784	ORA-06700     TLI Driver     incorrect message type from host
2785	ORA-06701     TLI Driver     incorrect number of bytes written
2786	ORA-06702     TLI Driver     cannot allocate context area
2787	ORA-06703     TLI Driver     send break message failed
2788	ORA-06704     TLI Driver     receive break message failed
2789	ORA-06705     TLI Driver     remote node is unknown
2790	ORA-06706     TLI Driver     service not found
2791	ORA-06707     TLI Driver     connection failed
2792	ORA-06708     TLI Driver     message receive failure
2793	ORA-06709     TLI Driver     message send failure
2794	ORA-06710     TLI Driver     send interrupt break message failed
2795	ORA-06711     TLI Driver     error on bind
2796	ORA-06712     TLI Driver     error on accept
2797	ORA-06713     TLI Driver     error on connect
2798	ORA-06720     TLI Driver     SID lookup failure
2799	ORA-06721     TLI Driver     spurious client req
2800	ORA-06722     TLI Driver     connection setup failure
2801	ORA-06730     TLI Driver     unable to open clone device
2802	ORA-06731     TLI Driver     cannot alloc t_call
2803	ORA-06732     TLI Driver     cannot alloc t_discon
2804	ORA-06733     TLI Driver     failed to receive disconnect
2805	ORA-06734     TLI Driver     cannot connect
2806	ORA-06735     TLI Driver     client failed to close error conn
2807	ORA-06736     TLI Driver     server not running
2808	ORA-06737     TLI Driver     connection failed
2809	ORA-06741     TLI Driver     unable to open protocol device
2810	ORA-06742     TLI Driver     cannot alloc t_bind
2811	ORA-06743     TLI Driver     cannot alloc t_bind
2812	ORA-06744     TLI Driver     listener cannot bind
2813	ORA-06745     TLI Driver     listener already running
2814	ORA-06746     TLI Driver     cannot alloc t_call
2815	ORA-06747     TLI Driver     error in listen
2816	ORA-06748     TLI Driver     cannot allocate t_discon
2817	ORA-06749     TLI Driver     option not allowed across network
2818	ORA-06750     TLI Driver     sync failed
2819	ORA-06751     TLI Driver     bound addresses unequal
2820	ORA-06752     TLI     error in signal setup
2821	ORA-06753     TLI Driver     name-to-address mapping failed
2822	ORA-06754     TLI Driver     unable to get local host address
2823	ORA-06755     TLI Driver     cannot close transport endpoint
2824	ORA-06756     TLI Driver     cannot open oratab
2825	ORA-06757     TLI Driver     server got bad command
2826	ORA-06760     TLI Driver     timeout reading orderly release
2827	ORA-06761     TLI Driver     error sending orderly release
2828	ORA-06762     TLI Driver     error reading orderly release
2829	ORA-06763     TLI Driver     error sending disconnect
2830	ORA-06764     TLI Driver     error reading disconnect
2831	ORA-06765     TLI Driver     error awaiting orderly release
2832	ORA-06766     TLI Driver     close failed during release
2833	ORA-06767     TLI Driver     alloc failed during release
2834	ORA-06770     TLI Driver     error sending version
2835	ORA-06771     TLI Driver     error reading version
2836	ORA-06772     TLI Driver     error sending command
2837	ORA-06773     TLI Driver     error reading command
2838	ORA-06774     TLI Driver     error sending break mode
2839	ORA-06775     TLI Driver     error reading break mode
2840	ORA-06776     TLI Driver     error sending parms
2841	ORA-06777     TLI Driver     error reading parms
2842	ORA-06778     TLI Driver     error sending ccode
2843	ORA-06779     TLI Driver     error reading ccode
2844	ORA-06780     TLI Driver     recv error code failed
2845	ORA-06781     TLI Driver     error reading negotation string
2846	ORA-06790     TLI Driver     poll failed
2847	ORA-06791     TLI Driver     poll returned error event
2848	ORA-06792     TLI Driver     server cannot exec oracle
2849	ORA-06793     TLI Driver     server cannot create new process
2850	ORA-06794     TLI Driver     shadow process could not retrieve protocol info
2851	ORA-06800     TLI Driver     SQL*Net SPX client went away during reconnect
2852	ORA-06801     TLI Driver     listen for SPX server reconnect failed
2853	ORA-06802     TLI Driver     could not open the /etc/netware/yellowpages file
2854	ORA-06803     TLI Driver     the IPX device file could not be opened
2855	ORA-06804     TLI Driver     could not bind an IPX address at initialization
2856	ORA-06805     TLI Driver     could not send datagram SAP packet for SPX
2857	ORA-06806     TLI Driver     could not complete protocol initialization for SPX
2858	ORA-06807     TLI Driver     could not open ethernet device driver file
2859	ORA-06808     TLI Driver     could not link IPX and ethernet streams
2860	ORA-06809     TLI Driver     could not clear the IPX ethernet SAP at init
2861	ORA-06810     TLI Driver     could not set the IPX ethernet SAP at init
2862	ORA-06811     TLI Driver     could not set the IPX network number at init
2863	ORA-06812     TLI Driver     could not read the ethernet driver's node address
2864	ORA-06813     TLI Driver     the configured ethernet address is incorrect
2865	ORA-06814     TLI Driver     the SPX device file could not be opened
2866	ORA-06815     TLI Driver     could not link SPX and IPX streams
2867	ORA-06816     TLI Driver     could not set the SPX SAP address
2868	ORA-06817     TLI Driver     could not read the Novell network address
2869	ORA-06900     CMX     cannot read tns directory
2870	ORA-06901     CMX     no local name assigned to local application
2871	ORA-06902     CMX     cannot attach to cmx subsystem
2872	ORA-06903     CMX     cannot read transport address of remote application
2873	ORA-06904     CMX     no transport address available for remote application
2874	ORA-06905     CMX     connect error
2875	ORA-06906     CMX     cannot get maximum packet size from CMX
2876	ORA-06907     CMX     error during connect confirmation
2877	ORA-06908     CMX     error during transfer of ORACLE_SID
2878	ORA-06909     CMX     error during acknowledge of ORACLE_SID
2879	ORA-06910     CMX     Cannot start oracle process on remote machine
2880	ORA-06911     CMX     t_event returns ERROR
2881	ORA-06912     CMX     write error in datarq
2882	ORA-06913     CMX     error during redirection of connection
2883	ORA-06914     CMX     unexepected event during start of oracle
2884	ORA-06915     CMX     unknown t_event in datarq
2885	ORA-06916     CMX     error in data read (t_datain)
2886	ORA-06917     CMX     error in data read (too many bytes read)
2887	ORA-06918     CMX     T_NOEVENT during wait for read event
2888	ORA-06919     CMX     error during write request (unknown event)
2889	ORA-06920     CMX     getbrkmsg illegal datatype
2890	ORA-06921     CMX     getdatmsg illegal datatype
2891	ORA-06922     CMX     bad write length
2892	ORA-06923     CMX     illegal break condition
2893	ORA-06924     CMX     wrong break message length
2894	ORA-06925     CMX     disconnect during connect request
2895	ORA-06926     CMX     T_ERROR during read data
2896	ORA-06927     CMX     T_DATAIN received before all data written
2897	ORA-06928     CMX     wrong ORACLE_SID
2898	ORA-06929     CMX     error when sending ORACLE_SID
2899	ORA-06930     CMX     error when checking ORACLE_SID
2900	ORA-06931     CMX     error during read_properties for server
2901	ORA-06932     CMX     error in local name
2902	ORA-06933     CMX     error during attach
2903	ORA-06950     No error
2904	ORA-06951     Operating system call error
2905	ORA-06952     Remote end of the communication issued a forward-reset packet.
2906	ORA-06953     Not enough virtual memory
2907	ORA-06954     Illegal file name
2908	ORA-06955     Number of database servers exceed limit
2909	ORA-06956     Failed to get local host name
2910	ORA-06957     No SID is currently available
2911	ORA-06958     Failed to access configuration file
2912	ORA-06959     Buffer I/O quota is too small
2913	ORA-06960     Failed to access log file
2914	ORA-06961     Insufficient privilege for attempted operation
2915	ORA-06970     X.25 Driver     remote host is unknown
2916	ORA-06971     X.25 Driver     error while receiving data
2917	ORA-06972     X.25 Driver     error while sending data
2918	ORA-06973     X.25 Driver     invalid buffer size
2919	ORA-06974     X.25 Driver     SID lookup failure
2920	ORA-06975     X.25 Driver     connect to host failed
2921	ORA-06976     X.25 Driver     endpoint creation failure
2922	ORA-06977     X.25 Driver     X.25 Level 2 failure
2923	ORA-06978     X.25 Driver     Too many callback tries
2924	ORA-06979     X.25 Driver     server cannot start oracle
2925	ORA-07200     slsid     oracle_sid not set.
2926	ORA-07201     slhom     oracle_home variable not set in environment.
2927	ORA-07202     sltln     invalid parameter to sltln.
2928	ORA-07203     sltln     attempt to translate a long environment variable.
2929	ORA-07204     sltln     name translation failed due to lack of output buffer space.
2930	ORA-07205     slgtd     time error, unable to obtain time.
2931	ORA-07206     slgtd     gettimeofday error, unable to obtain time.
2932	ORA-07207     sigpidu     process ID string overflows internal buffer.
2933	ORA-07208     sfwfb     failed to flush dirty buffers to disk.
2934	ORA-07209     sfofi     file size limit was exceeded.
2935	ORA-07210     slcpu     getrusage error, unable to get cpu time.
2936	ORA-07211     slgcs     gettimeofday error, unable to get wall clock.
2937	ORA-07212     slcpu     times error, unable to get cpu time.
2938	ORA-07213     slgcs     times error, unable to get wall clock.
2939	ORA-07214     slgunm     uname error, unable to get system information.
2940	ORA-07215     slsget     getrusage error.
2941	ORA-07216     slghst     gethostname error, unable to get name of current host.
2942	ORA-07217     sltln     environment variable cannot be evaluated.
2943	ORA-07218     slkhst     could not perform host operation
2944	ORA-07219     slspool     unable to allocate spooler argument buffer.
2945	ORA-07220     slspool     wait error.
2946	ORA-07221     slspool     exec error, unable to start spooler program.
2947	ORA-07222     slspool     line printer spooler command exited with an error.
2948	ORA-07223     slspool     fork error, unable to spawn spool process.
2949	ORA-07224     sfnfy     failed to obtain file size limit; errno = .
2950	ORA-07225     sldext     translation error, unable to expand file name.
2951	ORA-07226     rtneco     unable to get terminal mode.
2952	ORA-07227     rtneco     unable to set noecho mode.
2953	ORA-07228     rtecho     unable to restore terminal to echo mode.
2954	ORA-07229     slcpuc     error in getting number of CPUs.
2955	ORA-07230     slemcr     fopen error, unable to open error file.
2956	ORA-07231     slemcc     invalid file handle, seals do not match.
2957	ORA-07232     slemcc     fclose error.
2958	ORA-07233     slemcw     invalid file handle, seals do not match.
2959	ORA-07234     slemcw     fseek error.
2960	ORA-07235     slemcw     fwrite error.
2961	ORA-07236     slemop     open error.
2962	ORA-07237     slemcl     invalid file handle, seals do not match.
2963	ORA-07238     slemcl     close error.
2964	ORA-07239     slemrd     invalid file handle, seals do not match.
2965	ORA-07240     slemrd     seek error.
2966	ORA-07241     slemrd     read error.
2967	ORA-07242     slembfn     translation error, unable to translate error file name.
2968	ORA-07243     supplied buffer not big enough to hold entire line
2969	ORA-07244     ssfccf     create file failed, file size limit reached.
2970	ORA-07245     sfccf     unable to lseek and write the last block.
2971	ORA-07246     sfofi     open error, unable to open database file.
2972	ORA-07247     skgfrfms, skgfrnms     read error, unable to read block from database file
2973	ORA-07248     sfwfb     write error, unable to write database block.
2974	ORA-07249     slsget     open error, unable to open /proc/pid.
2975	ORA-07250     spcre     semget error, unable to get first semaphore set.
2976	ORA-07251     spcre     semget error, could not allocate any semaphores.
2977	ORA-07252     spcre     semget error, could not allocate semaphores.
2978	ORA-07253     spdes     semctl error, unable to destroy semaphore set.
2979	ORA-07254     spdcr     translation error while expanding ?/bin/oracle.
2980	ORA-07255     spini     cannot set up signal handler.
2981	ORA-07256     sptrap     cannot set up signal handler to catch exceptions.
2982	ORA-07257     spdcr     translation error expanding program name.
2983	ORA-07258     spdcr     fork error, unable to create process.
2984	ORA-07259     spdcr     exec error, detached process failed in startup.
2985	ORA-07260     spdcr     wait error.
2986	ORA-07261     spdde     kill error, unable to send signal to process.
2987	ORA-07262     sptpa     sptpa called with invalid process id.
2988	ORA-07263     sptpa     kill error.
2989	ORA-07264     spwat     semop error, unable to decrement semaphore.
2990	ORA-07265     sppst     semop error, unable to increment semaphore.
2991	ORA-07266     sppst     invalid process number passed to sppst.
2992	ORA-07267     spwat     invalid process number.
2993	ORA-07268     szguns     getpwuid error.
2994	ORA-07269     spdcr     detached process died after exec.
2995	ORA-07270     spalck     setitimer error, unable to set interval timer.
2996	ORA-07271     spwat     invalid oracle process number.
2997	ORA-07272     spwat     invalid semaphore set id.
2998	ORA-07273     sppst     invalid semaphore id.
2999	ORA-07274     spdcr     access error, access to oracle denied.
3000	ORA-07275     unable to send signal to process
3001	ORA-07276     no dba group in /etc/group.
3002	ORA-07277     spdde     illegal pid passed as argument.
3003	ORA-07278     splon     ops$username exceeds buffer length.
3004	ORA-07279     spcre     semget error, unable to get first semaphore set.
3005	ORA-07280     slsget     unable to get process information.
3006	ORA-07281     slsget     times error, unable to get cpu time.
3007	ORA-07282     sksaprd     string overflow.
3008	ORA-07283     sksaprd     invalid volume size for archive destination.
3009	ORA-07284     sksaprd     volume size specification not terminated properly.
3010	ORA-07285     sksaprd     volume size should not be specified for a disk file.
3011	ORA-07286     sksagdi     cannot obtain device information.
3012	ORA-07287     sksagdi     unsupported device for log archiving.
3013	ORA-07290     sksagdi     specified directory for archiving does not exist.
3014	ORA-07303     ksmcsg     illegal database buffer size.
3015	ORA-07304     ksmcsg     illegal redo buffer size.
3016	ORA-07305     ksmcsg     illegal database buffer size.
3017	ORA-07324     smpall     malloc error while allocating pga.
3018	ORA-07327     smpdal     attempt to destroy pga when it was not mapped.
3019	ORA-07339     spcre     maximum number of semaphore sets exceeded.
3020	ORA-07345     The datafile name must not contain the string '..'.
3021	ORA-07346     slnrm     normalized file name is too long
3022	ORA-07390     sftopn     translate error, unable to translate file name.
3023	ORA-07391     sftopn     fopen error, unable to open text file.
3024	ORA-07392     sftcls     fclose error, unable to close text file.
3025	ORA-07393     unable to delete text file
3026	ORA-07394     unable to append string to text file
3027	ORA-07400     slemtr     translated name for the message file is too long.
3028	ORA-07401     sptrap     cannot restore user exception handlers.
3029	ORA-07402     sprst     cannot restore user signal handler.
3030	ORA-07403     sfanfy     db_writers parameter not valid.
3031	ORA-07404     sfareq     Timeout occurred waiting for request to complete.
3032	ORA-07405     sptrap     cannot setup alternate signal stack.
3033	ORA-07406     slbtpd     invalid number.
3034	ORA-07407     slbtpd     invalid exponent.
3035	ORA-07408     slbtpd     overflow while converting to packed decimal.
3036	ORA-07409     slpdtb     invalid packed decimal nibble.
3037	ORA-07410     slpdtb     number too large for supplied buffer.
3038	ORA-07411     slgfn     full path name too big for supplied buffer.
3039	ORA-07412     sfaslv     Error getting entry in asynchronous write array.
3040	ORA-07415     slpath     allocation of memory buffer failed.
3041	ORA-07416     slpath     pathname construction failed; lack of output buffer space.
3042	ORA-07417     sfareq     One or more database writers not active.
3043	ORA-07418     sfareq     Database writer got error in timing function.
3044	ORA-07419     sfareq     Database writer got error in timing function.
3045	ORA-07425     sdpri     error in translating dump file location.
3046	ORA-07426     spstp     cannot obtain the location of dbs directory.
3047	ORA-07427     spstp     cannot change directory to dbs.
3048	ORA-07431     fork failed
3049	ORA-07432     unable to perform nested sleep
3050	ORA-07440     WMON process terminated with error
3051	ORA-07441     function address must be aligned on byte boundary
3052	ORA-07442     function address must be in the range to
3053	ORA-07443     function not found
3054	ORA-07444     function address is not readable
3055	ORA-07445     exception encountered     core dump [] [] [] [] [] []
3056	ORA-07446     sdnfy     bad value '' for parameter .
3057	ORA-07447     ssarena     usinit failed.
3058	ORA-07448     ssarena     maximum number of shared arenas exceeded.
3059	ORA-07449     sc     usnewlock failed.
3060	ORA-07451     slskstat     unable to obtain load information.
3061	ORA-07452     specified resource manager plan does not exist in the data dictionary
3062	ORA-07453     requested resource manager plan schema does not contain OTHER_GROUPS
3063	ORA-07454     queue timeout, second(s), exceeded
3064	ORA-07455     estimated execution time ( secs), exceeds limit ( secs)
3065	ORA-07456     cannot set RESOURCE_MANAGER_PLAN when database is closed
3066	ORA-07457     cannot set _INTERNAL_RESOURCE_MANAGER_PLAN because of FORCE
3067	ORA-07458     cannot set the RESOURCE_MANAGER_PLAN parameter
3068	ORA-07459     cannot restore the RESOURCE_MANAGER_PLAN parameter
3069	ORA-07460     cannot set the RESOURCE_MANAGER_PLAN parameter
3070	ORA-07468     spwat     mset error, unable to set semaphore.
3071	ORA-07469     sppst     mclear error, unable to clear semaphore.
3072	ORA-07470     snclget     cannot get cluster number.
3073	ORA-07471     snclrd     name translation error of sgadef.dbf file name.
3074	ORA-07472     snclrd     open error when opening sgadef.dbf file.
3075	ORA-07473     snclrd     read error when trying to read sgadef.dbf file.
3076	ORA-07474     snclrd     close error, unable to close sgadef.dbf file.
3077	ORA-07475     slsget     cannot get vm statistics.
3078	ORA-07476     slsget     cannot get mapped memory statistics.
3079	ORA-07477     scgcmn     lock manager not initialized.
3080	ORA-07478     scgcmn     cannot get lock status.
3081	ORA-07479     scgcmn     cannot open or convert lock.
3082	ORA-07480     snchmod     cannot change permissions on ?/dbs/sgalm.dbf.
3083	ORA-07481     snlmatt     cannot attach to lock manager instance.
3084	ORA-07482     snlmini     cannot create lock manager instance.
3085	ORA-07483     snlkget     cannot convert(get) lock.
3086	ORA-07484     snlkput     cannot convert(put) lock.
3087	ORA-07485     scg_get_inst     cannot open instance number lock.
3088	ORA-07486     scg_get_inst     cannot convert(get) instance number lock.
3089	ORA-07487     scg_init_lm     cannot create lock manager instance.
3090	ORA-07488     scgrcl     lock manager not initialized.
3091	ORA-07489     scgrcl     cannot get lock status.
3092	ORA-07490     scgrcl     cannot convert lock.
3093	ORA-07491     scgrcl     cannot cancel lock request.
3094	ORA-07492     scgrcl     cannot close lock.
3095	ORA-07493     scgrcl     lock manager error.
3096	ORA-07494     scgcm     unexpected error.
3097	ORA-07495     spwat     lm_wait failed.
3098	ORA-07496     sppst     lm_post failed.
3099	ORA-07497     sdpri     cannot create trace file ''; errno = .
3100	ORA-07498     spstp     Unable to open /dev/resched.
3101	ORA-07499     spglk     Cannot reschedule.
3102	ORA-07500     scglaa     $cantim unexpected return
3103	ORA-07501     scgtoa     $deq unexpected return
3104	ORA-07502     scgcmn     $enq unexpected return
3105	ORA-07503     scgcmn     $setimr unexpected return
3106	ORA-07504     scgcmn     $hiber unexpected return
3107	ORA-07505     scggt     $enq parent lock unexpected return
3108	ORA-07506     scgrl     $deq unexpected return on lockid
3109	ORA-07507     scgcm     unexpected lock status condition
3110	ORA-07508     scgfal     $deq all unexpected return
3111	ORA-07509     scgfal     $deq parent lock unexpected return
3112	ORA-07510     scgbrm     $getlki unexpected return on lockid
3113	ORA-07511     sscggtl     $enq unexpected return for master termination lock
3114	ORA-07512     sscggtl     $enq unexpected return for client termination lock
3115	ORA-07513     sscgctl     $deq unexpected return on cancel of term. lock
3116	ORA-07514     scgcan     $deq unexpected return while canceling lock
3117	ORA-07534     scginq     $getlki unexpected return on lockid
3118	ORA-07548     sftopn     Maximum number of files already open
3119	ORA-07549     sftopn     $OPEN failure
3120	ORA-07550     sftopn     $CONNECT failure
3121	ORA-07551     sftcls     $CLOSE failure
3122	ORA-07552     sftget     $GET failure
3123	ORA-07561     szprv     $IDTOASC failure
3124	ORA-07562     sldext     extension must be 3 characters
3125	ORA-07563     sldext     $PARSE failure
3126	ORA-07564     sldext     wildcard in filename or extension
3127	ORA-07565     sldext     $SEARCH failure
3128	ORA-07568     slspool     $OPEN failure
3129	ORA-07569     slspool     $CLOSE failure
3130	ORA-07570     szrfc     $IDTOASC failure
3131	ORA-07571     szrfc     $FIND_HELD failure
3132	ORA-07572     szrfc     insufficient rolename buffer space
3133	ORA-07573     slkhst     could not perform host operation
3134	ORA-07574     szrfc     $GETUAI failure
3135	ORA-07576     sspexst     $GETJPIW failure on process ID
3136	ORA-07577     no such user in authorization file
3137	ORA-07578     szprv     $FIND_HELD failure
3138	ORA-07579     spini     $DCLEXH failure
3139	ORA-07580     spstp     $GETJPIW failure
3140	ORA-07581     spstp     cannot derive SID from unexpected process name
3141	ORA-07582     spstp     ORA_SID has illegal value
3142	ORA-07584     spdcr     invalid value for ORA_sid_(proc_)PQL$_item
3143	ORA-07585     spdcr     $PARSE failure
3144	ORA-07586     spdcr     $SEARCH failure
3145	ORA-07587     spdcr     $CREPRC failure
3146	ORA-07588     spdcr     $GETJPIW get image name failure
3147	ORA-07589     spdde     system ID not set
3148	ORA-07590     spdde     $DELPRC failure
3149	ORA-07591     spdde     $GETJPIW failure
3150	ORA-07592     sspgprv     Error obtaining required privileges
3151	ORA-07593     ssprprv     Error release privileges
3152	ORA-07594     spiip     $GETJPIW failure
3153	ORA-07595     sppid     $GETJPIW failure
3154	ORA-07596     sptpa     $GETJPIW failure
3155	ORA-07597     spguns     $GETJPIW failure
3156	ORA-07598     spwat     $SETIMR failure
3157	ORA-07599     spwat     $SCHDWK failure
3158	ORA-07600     slkmnm     $GETSYIW failure
3159	ORA-07601     spguno     $GETJPIW failure
3160	ORA-07602     spgto     $GETJPIW failure
3161	ORA-07605     szprv     $ASCTOID failure
3162	ORA-07606     szprv     $CHKPRO failure
3163	ORA-07607     szaud     $SNDOPR failure
3164	ORA-07608     szprv     $GETUAI failure
3165	ORA-07609     szprv     $HASH_PASSWORD failure
3166	ORA-07610     $GETJPIW failed in retrieving the user's MAC priviledges
3167	ORA-07612     $GETUAI failed in retrieving the user's clearance level
3168	ORA-07613     $GETJPIW failed in retrieving the user's process label
3169	ORA-07614     $CHANGE_CLASS failed in retrieving the user's process label
3170	ORA-07615     $CHANGE_CLASS failed in retrieving the specified file label
3171	ORA-07616     $CHANGE_CLASS failed in retrieving the specified device label
3172	ORA-07617     $FORMAT_CLASS failed translating the binary label to a string
3173	ORA-07618     $IDTOASC failed translating a secrecy level
3174	ORA-07619     $IDTOASC failed translating an integrity level
3175	ORA-07620     smscre     illegal database block size
3176	ORA-07621     smscre     illegal redo block size
3177	ORA-07622     smscre     $CREATE failure
3178	ORA-07623     smscre     $CRMPSC failure
3179	ORA-07624     smsdes     $DGBLSC failure
3180	ORA-07625     smsget     $MGBLSC failure
3181	ORA-07626     smsget     sga already mapped
3182	ORA-07627     smsfre     $CRETVA failure
3183	ORA-07628     smsfre     sga not mapped
3184	ORA-07629     smpall     $EXPREG failure
